run_id,configuration_id,vertices,edge_multiplier,edges,rank,step_size,diffusion_bipartiteness,diffusion_volume,diffusion_runtime,approx_diffusion_bipartiteness,approx_diffusion_volume,approx_diffusion_runtime
224,23,30,2,60,3,1,0.011111111111111112,180,14.617388248443604,0.011111111111111112,180,0.06379365921020508
225,23,30,2,60,3,1,0.011111111111111112,180,16.151732683181763,0.011111111111111112,180,0.1941239833831787
226,23,30,2,60,3,1,0.022222222222222223,180,10.14649510383606,0.011111111111111112,180,0.19155597686767578
227,23,30,2,60,3,1,0.03333333333333333,180,15.429434061050415,0.03333333333333333,180,0.19062089920043945
228,23,30,2,60,3,1,0.011111111111111112,180,15.274821996688843,0.0,176,0.07427549362182617
229,23,30,2,60,3,1,0.0,180,4.622989892959595,0.011111111111111112,180,0.19158291816711426
230,23,30,2,60,3,1,0.011111111111111112,180,8.078755140304565,0.011111111111111112,180,0.19074320793151855
231,24,30,2,60,3,2,0.46745562130177515,169,4.069445610046387,0.4222222222222222,180,0.10295486450195312
232,24,30,2,60,3,2,0.4,180,4.624256372451782,0.5,180,0.1093592643737793
233,24,30,2,60,3,2,0.34502923976608185,171,4.759737730026245,0.5555555555555556,180,0.10306596755981445
234,24,30,2,60,3,2,0.4666666666666667,180,4.355931758880615,0.4222222222222222,180,0.10360050201416016
235,24,30,2,60,3,2,0.5444444444444444,180,4.02068829536438,0.4111111111111111,180,0.10503220558166504
236,24,30,2,60,3,2,0.45454545454545453,154,4.797401428222656,0.4777777777777778,180,0.12266063690185547
237,24,30,2,60,3,2,0.4748201438848921,139,5.434244155883789,0.55625,160,0.10579442977905273
238,24,30,2,60,3,2,0.5380116959064327,171,3.8581433296203613,0.36666666666666664,180,0.10880923271179199
239,24,30,2,60,3,2,0.4111111111111111,180,4.382007598876953,0.4,155,0.10343050956726074
240,24,30,2,60,3,2,0.2222222222222222,180,4.4824059009552,0.43333333333333335,180,0.10367965698242188
241,25,30,2,60,3,5,0.5777777777777777,180,1.2006158828735352,0.6056338028169014,142,0.049928903579711914
242,25,30,2,60,3,5,0.5888888888888889,180,1.2194035053253174,0.5942028985507246,138,0.04937100410461426
243,25,30,2,60,3,5,0.6111111111111112,126,1.1955556869506836,0.5984848484848485,132,0.049726009368896484
244,25,30,2,60,3,5,0.6090225563909775,133,1.4873275756835938,0.6083333333333333,120,0.04992818832397461
245,25,30,2,60,3,5,0.6071428571428571,112,1.2922172546386719,0.5982905982905983,117,0.04961848258972168
246,25,30,2,60,3,5,0.6056338028169014,142,1.305037498474121,0.6126760563380281,142,0.05196690559387207
247,25,30,2,60,3,5,0.5819209039548022,177,1.3357703685760498,0.6228571428571429,175,0.04982113838195801
248,25,30,2,60,3,5,0.5777777777777777,180,1.1919593811035156,0.6153846153846154,130,0.049811363220214844
