run_id,configuration_id,vertices,edge_multiplier,edges,rank,clique_bipartiteness,clique_volume,clique_runtime,diffusion_clique_bipartiteness,diffusion_clique_volume,diffusion_clique_runtime,random_bipartiteness,random_volume,random_runtime,diffusion_random_bipartiteness,diffusion_random_volume,diffusion_random_runtime
140,14,700,4,2800,3,0.05976190476190476,8400,50.370434045791626,0.04666666666666667,8400,58.4996817111969,0.15904761904761905,8400,252.06301832199097,0.062380952380952384,8400,296.93408942222595
141,15,800,2,1600,3,0.028661749209694415,4745,38.184215784072876,0.014166666666666666,4800,49.06210160255432,0.15157894736842106,4750,193.82880330085754,0.030833333333333334,4800,240.74328589439392
142,15,800,2,1600,3,0.027615062761506277,4780,37.99509406089783,0.01228813559322034,4720,45.91347289085388,0.15708333333333332,4800,188.9009883403778,0.034166666666666665,4800,261.96282148361206
143,15,800,2,1600,3,0.022478991596638655,4760,39.719080209732056,0.013361169102296452,4790,50.54241418838501,0.15034453956984756,4789,199.18657422065735,0.029583333333333333,4800,263.13389134407043
144,15,800,2,1600,3,0.029542097488921712,4739,39.1719024181366,0.014166666666666666,4800,47.54358983039856,0.16708333333333333,4800,193.53901863098145,0.030416666666666668,4800,244.03719830513
145,15,800,2,1600,3,0.020934658490167055,4729,38.162466526031494,0.009166666666666667,4800,43.594443798065186,0.14709569577935647,4786,192.80310916900635,0.025416666666666667,4800,239.48977613449097
146,15,800,2,1600,3,0.025887265135699375,4790,39.03118443489075,0.014462376860197024,4771,45.786624908447266,0.16375,4800,194.534485578537,0.0275,4800,249.8064570426941
147,15,800,2,1600,3,0.027573142496316566,4751,39.681987285614014,0.015416666666666667,4800,50.48140072822571,0.15291666666666667,4800,197.02864241600037,0.03166666666666667,4800,236.10684323310852
148,15,800,2,1600,3,0.02125,4800,38.0025475025177,0.0125,4800,46.605223417282104,0.15079365079365079,4788,190.67989373207092,0.030833333333333334,4800,241.86391234397888
149,15,800,2,1600,3,0.023333333333333334,4800,38.1800754070282,0.010833333333333334,4800,41.3820858001709,0.15267015706806283,4775,191.4036853313446,0.02625,4800,243.14468502998352
150,15,800,2,1600,3,0.024583333333333332,4800,38.5356183052063,0.01,4800,47.61291241645813,0.15306980656013458,4756,191.5169701576233,0.03,4800,240.35021948814392
151,16,800,4,3200,3,0.06104166666666667,9600,72.65434861183167,0.045,9600,84.15672779083252,0.15791666666666668,9600,363.32696199417114,0.060833333333333336,9600,417.64421463012695
152,16,800,4,3200,3,0.05583333333333333,9600,72.88251972198486,0.044583333333333336,9600,83.39235210418701,0.16283684980154586,9574,367.7610967159271,0.06645833333333333,9600,417.5050971508026
153,16,800,4,3200,3,0.05776325498049963,9487,73.43301272392273,0.043958333333333335,9600,80.56113767623901,0.165625,9600,363.55822920799255,0.05395833333333333,9600,419.54577374458313
154,16,800,4,3200,3,0.051458333333333335,9600,72.29096007347107,0.04083333333333333,9600,77.37920045852661,0.16479166666666667,9600,362.720587015152,0.060833333333333336,9600,413.52794194221497
